state,ageGroup,raceEthnicity,gender,education,smokingStatus,alcoholPerWeek,anyPhysicalActivity,n,n_2035
OH,12,3,2,5,2,2,1,1100,1033
OH,12,3,2,5,2,3,0,182,171
OH,12,4,1,2,2,3,0,1653,1629
OH,12,4,1,3,0,0,0,2574,2535
OH,12,4,1,3,0,1,0,5700,5615
OH,12,4,1,4,0,0,0,844,831
OH,12,4,1,4,0,0,1,3253,3204
OH,12,4,1,4,0,1,1,12772,12583
OH,12,4,1,4,1,3,0,844,831
OH,12,4,1,4,2,1,1,1722,1697
OH,12,4,1,5,0,0,1,3759,3703
OH,12,4,1,5,0,1,1,3517,3465
OH,12,4,1,5,1,1,1,1722,1697
OH,12,4,2,3,0,0,0,5079,4980
OH,12,4,2,3,0,1,0,3133,3072
OH,12,4,2,3,0,1,1,2283,2239
OH,12,4,2,3,1,0,1,359,352
OH,12,4,2,3,2,0,0,862,845
OH,12,4,2,3,2,0,1,3436,3369
OH,12,4,2,4,0,0,0,1938,1900
OH,12,4,2,4,0,1,1,1895,1858
OH,12,4,2,4,1,1,0,1899,1862
OH,12,4,2,4,1,1,1,3700,3629
OH,12,4,2,4,2,1,1,1899,1862
OH,12,4,2,4,2,2,1,2079,2038
OH,12,4,2,5,0,0,0,1413,1385
OH,12,4,2,5,0,0,1,4742,4650
OH,12,4,2,5,0,1,0,986,967
OH,12,4,2,5,0,1,1,3128,3068
OH,12,4,2,5,1,0,1,2911,2854
OH,12,4,2,5,1,1,1,939,921
OH,12,2,1,4,0,1,1,10752,12937
OH,12,2,1,5,2,0,0,3113,3745
OH,12,2,2,2,1,0,1,1967,2319
OH,12,2,2,3,0,0,0,3454,4073
OH,12,2,2,4,0,0,1,4559,5375
OH,12,2,2,5,0,1,1,2249,2652
OH,12,2,2,5,1,0,0,832,981
OH,12,5,1,2,1,0,1,537,575
OH,12,5,1,2,2,0,1,1442,1544
OH,12,5,1,3,1,0,1,832,891
OH,12,5,1,3,1,1,1,207,222
OH,12,5,1,3,2,0,0,1875,2008
OH,12,5,1,4,0,0,0,446,478
OH,12,5,1,4,0,0,1,1313,1406
OH,12,5,1,4,1,1,1,1604,1718
OH,12,5,1,4,2,0,1,502,538
OH,12,5,1,4,2,1,1,973,1042
OH,12,5,1,5,0,1,1,1122,1202
OH,12,5,1,5,0,2,1,304,326
OH,12,5,1,5,1,0,1,1625,1740
OH,12,5,2,2,2,0,0,2052,2286
OH,12,5,2,3,2,0,0,185,206
OH,12,5,2,4,0,0,1,1370,1526
OH,12,5,2,4,1,0,1,2117,2358
OH,12,5,2,4,2,0,0,1177,1311
OH,12,5,2,4,2,0,1,1338,1490
OH,12,5,2,5,0,0,1,695,775
OH,12,5,2,5,0,2,1,1967,2191
OH,12,5,2,5,1,0,1,645,719
OH,12,5,2,5,1,1,1,1181,1315
OH,12,5,2,5,2,0,0,496,552
OH,13,3,1,1,0,0,0,2414,2263
OH,13,3,1,1,1,0,0,326,305
OH,13,3,1,1,1,0,1,787,737
OH,13,3,1,1,1,1,1,326,305
OH,13,3,1,1,2,0,0,1601,1500
OH,13,3,1,1,2,2,1,6402,6001
OH,13,3,1,2,0,1,1,434,407
OH,13,3,1,2,1,0,0,8735,8188
OH,13,3,1,2,1,0,1,3689,3458
OH,13,3,1,2,2,0,0,3445,3229
OH,13,3,1,2,2,0,1,1438,1348
OH,13,3,1,2,2,1,0,1221,1144
OH,13,3,1,3,0,0,0,4558,4272
OH,13,3,1,3,0,0,1,9224,8645
OH,13,3,1,3,0,1,0,2713,2543
OH,13,3,1,3,0,1,1,17932,16808
OH,13,3,1,3,0,2,1,4286,4018
OH,13,3,1,3,0,3,0,895,839
OH,13,3,1,3,0,3,1,4096,3840
OH,13,3,1,3,1,0,0,4368,4094
OH,13,3,1,3,1,0,1,5344,5009
OH,13,3,1,3,1,1,0,922,865
OH,13,3,1,3,1,1,1,5833,5467
OH,13,3,1,3,1,2,1,2550,2390
OH,13,3,1,3,1,3,1,5371,5035
OH,13,3,1,3,2,0,0,7108,6662
OH,13,3,1,3,2,0,1,9522,8925
OH,13,3,1,3,2,1,0,2225,2085
OH,13,3,1,3,2,1,1,6484,6077
OH,13,3,1,3,2,2,1,543,509
OH,13,3,1,3,2,3,0,949,890
OH,13,3,1,3,2,3,1,1139,1068
OH,13,3,1,4,0,0,0,1275,1195
OH,13,3,1,4,0,0,1,13591,12739
OH,13,3,1,4,0,1,0,214,201
OH,13,3,1,4,0,1,1,14649,13731
OH,13,3,1,4,0,2,1,3771,3534
OH,13,3,1,4,1,0,0,1248,1170
OH,13,3,1,4,1,0,1,8871,8315
OH,13,3,1,4,1,1,0,4368,4094
OH,13,3,1,4,1,1,1,10363,9713
OH,13,3,1,4,1,2,0,3011,2822
OH,13,3,1,4,1,2,1,117,109
OH,13,3,1,4,1,3,1,3283,3077
OH,13,3,1,4,2,0,0,949,890
OH,13,3,1,4,2,0,1,4341,4068
OH,13,3,1,4,2,1,0,100,94
OH,13,3,1,4,2,1,1,5697,5340
OH,13,3,1,4,2,2,1,1655,1551
OH,13,3,1,4,2,3,0,787,737
OH,13,3,1,4,2,3,1,1139,1068
OH,13,3,1,5,0,0,0,1519,1424
OH,13,3,1,5,0,0,1,9875,9256
OH,13,3,1,5,0,1,0,2903,2721
OH,13,3,1,5,0,1,1,24389,22859
OH,13,3,1,5,0,2,0,570,534
OH,13,3,1,5,0,2,1,6267,5874
OH,13,3,1,5,0,3,1,7786,7298
OH,13,3,1,5,1,0,1,2414,2263
OH,13,3,1,5,1,1,0,624,585
OH,13,3,1,5,1,1,1,3608,3382
OH,13,3,1,5,1,2,1,2821,2644
OH,13,3,1,5,1,3,1,543,509
OH,13,3,1,5,2,0,0,407,381
OH,13,3,1,5,2,0,1,380,356
OH,13,3,1,5,2,1,1,236,221
OH,13,3,1,5,2,3,1,597,559
OH,13,3,2,1,0,1,1,3326,3086
OH,13,3,2,1,2,0,1,2227,2066
OH,13,3,2,2,0,0,0,275,255
OH,13,3,2,2,0,0,1,495,459
OH,13,3,2,2,1,0,0,1622,1505
OH,13,3,2,2,2,0,0,4233,3928
OH,13,3,2,2,2,0,1,9209,8544
OH,13,3,2,3,0,0,0,5031,4667
OH,13,3,2,3,0,0,1,21167,19639
OH,13,3,2,3,0,1,0,1704,1581
OH,13,3,2,3,0,1,1,9869,9156
OH,13,3,2,3,0,2,1,742,689
OH,13,3,2,3,1,0,0,9786,9080
OH,13,3,2,3,1,0,1,15587,14461
OH,13,3,2,3,1,1,0,962,893
OH,13,3,2,3,1,1,1,2364,2193
OH,13,3,2,3,1,2,0,2694,2499
OH,13,3,2,3,1,2,1,2804,2601
OH,13,3,2,3,1,3,1,1210,1122
OH,13,3,2,3,2,0,0,4123,3826
OH,13,3,2,3,2,0,1,14514,13466
OH,13,3,2,3,2,1,0,2666,2474
OH,13,3,2,3,2,1,1,825,765
OH,13,3,2,3,2,2,0,198,184
OH,13,3,2,3,2,2,1,467,434
OH,13,3,2,3,2,3,0,3051,2831
OH,13,3,2,3,2,3,1,1265,1173
OH,13,3,2,4,0,0,0,6817,6325
OH,13,3,2,4,0,0,1,14404,13364
OH,13,3,2,4,0,1,0,3106,2882
OH,13,3,2,4,0,1,1,18335,17012
OH,13,3,2,4,0,2,1,3409,3163
OH,13,3,2,4,0,3,1,1237,1148
OH,13,3,2,4,1,0,0,4756,4412
OH,13,3,2,4,1,0,1,11875,11018
OH,13,3,2,4,1,1,0,440,408
OH,13,3,2,4,1,1,1,7312,6784
OH,13,3,2,4,1,2,1,4426,4106
OH,13,3,2,4,2,0,0,1512,1403
OH,13,3,2,4,2,0,1,2804,2601
OH,13,3,2,4,2,1,1,2996,2780
OH,13,3,2,4,2,3,0,1155,1071
OH,13,3,2,5,0,0,0,1649,1530
OH,13,3,2,5,0,0,1,12590,11681
OH,13,3,2,5,0,1,0,1374,1275
OH,13,3,2,5,0,1,1,25648,23796
OH,13,3,2,5,0,2,1,1622,1505
OH,13,3,2,5,0,3,1,962,893
OH,13,3,2,5,1,0,0,1429,1326
OH,13,3,2,5,1,0,1,4261,3953
OH,13,3,2,5,1,1,0,3354,3112
OH,13,3,2,5,1,1,1,7092,6580
OH,13,3,2,5,1,2,1,2419,2244
OH,13,3,2,5,1,3,1,99,92
OH,13,3,2,5,2,0,0,825,765
OH,13,3,2,5,2,0,1,357,332
OH,13,3,2,5,2,1,0,1842,1709
OH,13,3,2,5,2,1,1,2144,1989
OH,13,3,2,5,2,3,0,124,115
OH,13,4,1,2,1,3,0,1591,1665
OH,13,4,1,2,2,1,1,154,161
OH,13,4,1,3,0,0,0,804,841
OH,13,4,1,3,0,0,1,3194,3345
OH,13,4,1,3,1,0,0,5182,5425
OH,13,4,1,3,1,0,1,282,295
OH,13,4,1,3,1,2,1,49,52
OH,13,4,1,3,2,1,0,216,227
OH,13,4,1,3,2,3,1,849,889
OH,13,4,1,4,0,0,0,164,172
OH,13,4,1,4,0,0,1,5211,5456
OH,13,4,1,4,0,1,1,6336,6634
OH,13,4,1,4,1,1,0,371,388
OH,13,4,1,4,1,1,1,1076,1126
OH,13,4,1,5,0,0,1,4293,4495
OH,13,4,1,5,0,1,1,1351,1415
OH,13,4,1,5,1,0,0,689,721
OH,13,4,1,5,1,0,1,984,1030
OH,13,4,2,1,2,1,0,1175,1220
OH,13,4,2,2,2,0,0,2649,2751
OH,13,4,2,2,2,0,1,3463,3597
OH,13,4,2,3,0,1,0,2495,2592
OH,13,4,2,3,1,0,1,1321,1372
OH,13,4,2,3,2,0,1,2004,2081
OH,13,4,2,3,2,1,0,61,64
OH,13,4,2,4,0,0,0,1777,1846
OH,13,4,2,4,0,0,1,3282,3409
OH,13,4,2,4,0,1,1,4223,4386
OH,13,4,2,4,0,2,1,1301,1352
OH,13,4,2,4,1,0,0,2415,2508
OH,13,4,2,4,1,0,1,1217,1264
OH,13,4,2,4,1,1,1,526,546
OH,13,4,2,4,1,2,0,1413,1467
OH,13,4,2,4,2,1,1,587,610
OH,13,4,2,5,0,0,1,3766,3912
OH,13,4,2,5,0,1,1,3040,3158
OH,13,4,2,5,1,0,1,702,730
OH,13,4,2,5,1,1,0,484,502
OH,13,4,2,5,1,1,1,484,502
OH,13,2,1,3,1,0,1,5531,7319
OH,13,2,1,3,2,0,0,1115,1475
OH,13,2,1,5,0,1,1,3686,4878
OH,13,2,2,3,0,0,0,355,454
OH,13,2,2,3,2,0,0,313,400
OH,13,2,2,3,2,0,1,1896,2426
OH,13,2,2,4,0,1,1,454,581
OH,13,2,2,4,1,0,0,1956,2502
OH,13,2,2,4,1,0,1,2288,2927
OH,13,2,2,4,1,1,1,681,871
OH,13,2,2,5,0,0,1,1186,1517
OH,13,2,2,5,0,3,1,1121,1435
OH,13,5,1,2,1,3,0,517,688
OH,13,5,1,2,2,1,0,764,1017
OH,13,5,1,3,0,0,1,1147,1527
OH,13,5,1,3,0,3,1,426,567
OH,13,5,1,3,2,3,0,106,141
OH,13,5,1,3,2,3,1,1199,1596
OH,13,5,1,4,0,0,0,152,202
OH,13,5,1,4,0,1,1,519,691
OH,13,5,1,4,1,0,0,1599,2129
OH,13,5,1,4,1,0,1,259,345
OH,13,5,1,4,2,0,1,1258,1674
OH,13,5,1,5,0,1,1,1792,2385
OH,13,5,1,5,1,1,1,127,169
OH,13,5,2,3,1,0,1,1605,1975
OH,13,5,2,3,2,0,0,287,354
OH,13,5,2,4,0,0,1,1638,2016
OH,13,5,2,4,1,0,1,2799,3446
OH,13,5,2,4,2,0,1,1243,1530
OH,13,5,2,5,0,0,1,1913,2355
OH,13,5,2,5,1,1,1,1478,1819
OH,14,3,1,1,0,0,0,274,235
OH,14,3,1,1,1,0,0,571,490
OH,14,3,1,1,1,0,1,2397,2059
OH,14,3,1,1,1,1,1,2198,1888
OH,14,3,1,1,2,0,0,400,343
OH,14,3,1,1,2,0,1,2198,1888
OH,14,3,1,2,0,0,0,2854,2451
OH,14,3,1,2,0,0,1,12787,10982
OH,14,3,1,2,0,1,1,1684,1446
OH,14,3,1,2,1,0,0,2169,1863
OH,14,3,1,2,1,0,1,5822,5001
OH,14,3,1,2,1,3,1,1113,956
OH,14,3,1,2,2,0,0,2711,2329
OH,14,3,1,2,2,0,1,913,784
OH,14,3,1,2,2,1,0,1341,1152
OH,14,3,1,2,2,3,0,2940,2525
OH,14,3,1,2,2,3,1,5480,4707
OH,14,3,1,3,0,0,0,6650,5712
OH,14,3,1,3,0,0,1,9961,8555
OH,14,3,1,3,0,1,0,1056,907
OH,14,3,1,3,0,1,1,10389,8923
OH,14,3,1,3,0,2,0,542,466
OH,14,3,1,3,0,2,1,685,588
OH,14,3,1,3,0,3,0,2312,1986
OH,14,3,1,3,0,3,1,2026,1740
OH,14,3,1,3,1,0,0,5880,5050
OH,14,3,1,3,1,0,1,18352,15762
OH,14,3,1,3,1,1,0,3454,2966
OH,14,3,1,3,1,1,1,7250,6226
OH,14,3,1,3,1,2,1,3168,2721
OH,14,3,1,3,1,3,0,856,735
OH,14,3,1,3,1,3,1,342,294
OH,14,3,1,3,2,0,0,7963,6839
OH,14,3,1,3,2,0,1,6907,5932
OH,14,3,1,3,2,1,0,599,515
OH,14,3,1,3,2,1,1,2255,1937
OH,14,3,1,3,2,2,1,2169,1863
OH,14,3,1,3,2,3,1,799,686
OH,14,3,1,4,0,0,0,4595,3947
OH,14,3,1,4,0,0,1,8391,7207
OH,14,3,1,4,0,1,1,9048,7771
OH,14,3,1,4,0,2,0,571,490
OH,14,3,1,4,0,2,1,5137,4412
OH,14,3,1,4,0,3,1,3368,2893
OH,14,3,1,4,1,0,0,1142,981
OH,14,3,1,4,1,0,1,9875,8482
OH,14,3,1,4,1,1,0,2854,2451
OH,14,3,1,4,1,1,1,5994,5148
OH,14,3,1,4,1,2,0,371,319
OH,14,3,1,4,1,2,1,1456,1250
OH,14,3,1,4,1,3,0,2283,1961
OH,14,3,1,4,1,3,1,1827,1569
OH,14,3,1,4,2,0,0,4310,3702
OH,14,3,1,4,2,0,1,4738,4069
OH,14,3,1,4,2,1,1,599,515
OH,14,3,1,4,2,2,1,1884,1618
OH,14,3,1,4,2,3,0,151,130
OH,14,3,1,4,2,3,1,183,157
OH,14,3,1,5,0,0,0,123,105
OH,14,3,1,5,0,0,1,12159,10443
OH,14,3,1,5,0,1,0,3454,2966
OH,14,3,1,5,0,1,1,27200,23362
OH,14,3,1,5,0,2,1,5737,4927
OH,14,3,1,5,0,3,0,128,110
OH,14,3,1,5,0,3,1,3168,2721
OH,14,3,1,5,1,0,0,146,125
OH,14,3,1,5,1,0,1,4909,4216
OH,14,3,1,5,1,1,0,457,392
OH,14,3,1,5,1,1,1,7021,6030
OH,14,3,1,5,1,2,1,1684,1446
OH,14,3,1,5,1,3,0,157,135
OH,14,3,1,5,1,3,1,3653,3138
OH,14,3,1,5,2,0,0,1513,1299
OH,14,3,1,5,2,0,1,885,760
OH,14,3,1,5,2,1,1,999,858
OH,14,3,1,5,2,3,0,656,564
OH,14,3,1,5,2,3,1,1113,956
OH,14,3,2,1,0,0,0,1356,1132
OH,14,3,2,1,1,0,0,3792,3165
OH,14,3,2,2,0,0,0,1572,1312
OH,14,3,2,2,0,0,1,1449,1209
OH,14,3,2,2,0,1,1,1048,875
OH,14,3,2,2,1,0,0,771,643
OH,14,3,2,2,1,0,1,231,193
OH,14,3,2,2,1,1,0,339,283
OH,14,3,2,2,2,0,0,2898,2419
OH,14,3,2,2,2,0,1,2528,2110
OH,14,3,2,2,2,1,1,1079,901
OH,14,3,2,3,0,0,0,9186,7668
OH,14,3,2,3,0,0,1,30949,25834
OH,14,3,2,3,0,1,0,4501,3757
OH,14,3,2,3,0,1,1,10080,8414
OH,14,3,2,3,0,2,1,2219,1853
OH,14,3,2,3,0,3,0,59,49
OH,14,3,2,3,1,0,0,11097,9263
OH,14,3,2,3,1,0,1,13471,11245
OH,14,3,2,3,1,1,1,7984,6664
OH,14,3,2,3,1,2,0,1387,1158
OH,14,3,2,3,1,2,1,1387,1158
OH,14,3,2,3,1,3,1,401,335
OH,14,3,2,3,2,0,0,6597,5506
OH,14,3,2,3,2,0,1,9988,8337
OH,14,3,2,3,2,1,0,6381,5326
OH,14,3,2,3,2,1,1,5888,4915
OH,14,3,2,4,0,0,0,8724,7282
OH,14,3,2,4,0,0,1,17263,14409
OH,14,3,2,4,0,1,0,3884,3242
OH,14,3,2,4,0,1,1,16523,13792
OH,14,3,2,4,0,2,1,2836,2367
OH,14,3,2,4,0,3,1,1017,849
OH,14,3,2,4,1,0,0,7953,6639
OH,14,3,2,4,1,0,1,6905,5764
OH,14,3,2,4,1,1,0,1171,978
OH,14,3,2,4,1,1,1,8231,6870
OH,14,3,2,4,1,2,1,3391,2830
OH,14,3,2,4,1,3,1,216,180
OH,14,3,2,4,2,0,0,647,540
OH,14,3,2,4,2,0,1,3329,2779
OH,14,3,2,4,2,1,0,299,250
OH,14,3,2,4,2,1,1,4655,3885
OH,14,3,2,4,2,2,0,832,695
OH,14,3,2,4,2,2,1,151,126
OH,14,3,2,4,2,3,0,1356,1132
OH,14,3,2,5,0,0,0,3422,2856
OH,14,3,2,5,0,0,1,17417,14538
OH,14,3,2,5,0,1,0,2959,2470
OH,14,3,2,5,0,1,1,29192,24367
OH,14,3,2,5,0,2,1,2928,2444
OH,14,3,2,5,0,3,1,123,103
OH,14,3,2,5,1,0,0,1726,1441
OH,14,3,2,5,1,0,1,4932,4117
OH,14,3,2,5,1,1,0,493,412
OH,14,3,2,5,1,1,1,9433,7874
OH,14,3,2,5,1,2,1,832,695
OH,14,3,2,5,1,3,1,2435,2033
OH,14,3,2,5,2,0,0,1880,1570
OH,14,3,2,5,2,0,1,1603,1338
OH,14,3,2,5,2,1,0,586,489
OH,14,3,2,5,2,1,1,274,229
OH,14,4,1,2,0,3,1,680,600
OH,14,4,1,2,2,1,1,4643,4097
OH,14,4,1,3,0,0,1,482,425
OH,14,4,1,3,0,1,1,2598,2293
OH,14,4,1,3,1,0,0,563,497
OH,14,4,1,3,1,0,1,6209,5479
OH,14,4,1,3,1,2,0,186,164
OH,14,4,1,3,2,0,0,2598,2293
OH,14,4,1,3,2,1,0,287,253
OH,14,4,1,3,2,1,1,1504,1327
OH,14,4,1,3,2,2,1,2784,2456
OH,14,4,1,4,0,0,1,1823,1609
OH,14,4,1,4,0,1,1,837,738
OH,14,4,1,4,1,0,1,2380,2100
OH,14,4,1,4,2,1,0,1358,1198
OH,14,4,1,5,0,1,1,2956,2609
OH,14,4,1,5,1,0,0,606,534
OH,14,4,1,5,1,0,1,62,55
OH,14,4,2,1,2,0,1,442,376
OH,14,4,2,3,0,0,0,621,529
OH,14,4,2,3,0,0,1,2111,1795
OH,14,4,2,3,0,1,0,113,96
OH,14,4,2,3,0,3,0,4972,4228
OH,14,4,2,3,1,0,0,6707,5704
OH,14,4,2,3,1,2,1,3833,3260
OH,14,4,2,3,2,0,1,1393,1185
OH,14,4,2,3,2,3,0,1969,1674
OH,14,4,2,4,0,0,1,12225,10397
OH,14,4,2,4,0,1,1,184,156
OH,14,4,2,4,2,1,1,688,585
OH,14,4,2,5,0,0,1,2252,1916
OH,14,4,2,5,0,1,1,1039,883
OH,14,4,2,5,1,0,0,1251,1064
OH,14,4,2,5,1,0,1,772,656
OH,14,4,2,5,1,1,1,1143,972
OH,14,2,1,4,1,1,1,3949,4620
OH,14,2,1,5,0,1,1,2985,3493
OH,14,2,1,5,1,0,1,645,754
OH,14,2,1,5,2,0,1,542,634
OH,14,2,1,5,2,3,1,462,540
OH,14,2,2,3,0,1,1,1642,1866
OH,14,2,2,3,1,1,1,2746,3120
OH,14,2,2,4,0,0,1,3705,4209
OH,14,2,2,4,1,0,1,857,974
OH,14,5,1,3,0,1,1,410,472
OH,14,5,1,3,1,1,1,993,1143
OH,14,5,1,3,2,0,1,2713,3122
OH,14,5,1,3,2,1,1,901,1037
OH,14,5,1,4,0,0,0,232,266
OH,14,5,1,4,0,1,1,411,473
OH,14,5,1,4,1,0,1,850,978
OH,14,5,1,4,2,0,0,220,254
OH,14,5,1,4,2,1,1,435,500
OH,14,5,1,5,0,0,1,380,437
OH,14,5,1,5,0,1,0,172,198
OH,14,5,1,5,1,0,1,552,635
OH,14,5,1,5,1,3,0,339,390
OH,14,5,2,3,0,0,0,660,745
OH,14,5,2,3,0,0,1,1748,1970
OH,14,5,2,3,1,0,1,2784,3139
OH,14,5,2,3,2,0,0,404,455
OH,14,5,2,3,2,0,1,1794,2023
OH,14,5,2,5,0,0,1,1985,2238
OH,14,5,2,5,1,0,0,351,396
OH,15,3,1,1,1,0,0,528,502
OH,15,3,1,2,0,0,0,161,153
OH,15,3,1,2,0,1,0,1294,1230
OH,15,3,1,2,1,0,0,4885,4644
OH,15,3,1,2,1,0,1,3697,3514
OH,15,3,1,2,2,0,0,8107,7707
OH,15,3,1,2,2,0,1,1056,1004
OH,15,3,1,3,0,0,0,5440,5171
OH,15,3,1,3,0,0,1,13362,12702
OH,15,3,1,3,0,1,0,977,929
OH,15,3,1,3,0,1,1,8899,8460
OH,15,3,1,3,0,2,1,634,602
OH,15,3,1,3,0,3,0,502,477
OH,15,3,1,3,0,3,1,1452,1381
OH,15,3,1,3,1,0,0,8424,8008
OH,15,3,1,3,1,0,1,6866,6527
OH,15,3,1,3,1,1,0,3987,3791
OH,15,3,1,3,1,1,1,12411,11799
OH,15,3,1,3,1,2,1,1611,1531
OH,15,3,1,3,1,3,0,1716,1632
OH,15,3,1,3,1,3,1,739,703
OH,15,3,1,3,2,0,0,1558,1481
OH,15,3,1,3,2,0,1,3195,3038
OH,15,3,1,3,2,1,0,4410,4192
OH,15,3,1,3,2,1,1,2535,2410
OH,15,3,1,3,2,2,1,343,326
OH,15,3,1,3,2,3,0,2482,2360
OH,15,3,1,3,2,3,1,581,552
OH,15,3,1,4,0,0,0,8926,8485
OH,15,3,1,4,0,0,1,17376,16518
OH,15,3,1,4,0,1,1,10536,10016
OH,15,3,1,4,0,2,1,2799,2661
OH,15,3,1,4,0,3,1,264,251
OH,15,3,1,4,1,0,0,5308,5046
OH,15,3,1,4,1,0,1,5994,5698
OH,15,3,1,4,1,1,0,4991,4745
OH,15,3,1,4,1,1,1,15923,15137
OH,15,3,1,4,1,2,1,290,276
OH,15,3,1,4,1,3,1,5994,5698
OH,15,3,1,4,2,0,1,2667,2535
OH,15,3,1,4,2,1,0,3882,3690
OH,15,3,1,4,2,1,1,1637,1556
OH,15,3,1,4,2,2,0,1690,1607
OH,15,3,1,4,2,3,1,977,929
OH,15,3,1,5,0,0,0,4912,4669
OH,15,3,1,5,0,0,1,10959,10418
OH,15,3,1,5,0,1,0,634,602
OH,15,3,1,5,0,1,1,22367,21263
OH,15,3,1,5,0,2,0,187,178
OH,15,3,1,5,0,2,1,1769,1682
OH,15,3,1,5,0,3,1,2535,2410
OH,15,3,1,5,1,0,0,2165,2058
OH,15,3,1,5,1,0,1,10404,9891
OH,15,3,1,5,1,1,0,607,577
OH,15,3,1,5,1,1,1,7394,7029
OH,15,3,1,5,1,2,1,2350,2234
OH,15,3,1,5,1,3,0,370,351
OH,15,3,1,5,1,3,1,2456,2335
OH,15,3,1,5,2,0,0,687,653
OH,15,3,1,5,2,0,1,290,276
OH,15,3,1,5,2,1,0,164,156
OH,15,3,1,5,2,1,1,2245,2134
OH,15,3,1,5,2,2,0,607,577
OH,15,3,2,1,2,1,0,510,482
OH,15,3,2,2,0,0,0,2642,2495
OH,15,3,2,2,0,0,1,2552,2410
OH,15,3,2,2,0,1,1,390,369
OH,15,3,2,2,1,0,0,3602,3403
OH,15,3,2,2,1,0,1,690,652
OH,15,3,2,2,2,0,0,252,238
OH,15,3,2,2,2,0,1,1471,1390
OH,15,3,2,3,0,0,0,23626,22317
OH,15,3,2,3,0,0,1,17081,16135
OH,15,3,2,3,0,1,0,5253,4963
OH,15,3,2,3,0,1,1,11768,11116
OH,15,3,2,3,0,2,1,570,539
OH,15,3,2,3,1,0,0,10027,9471
OH,15,3,2,3,1,0,1,16151,15256
OH,15,3,2,3,1,1,0,2101,1985
OH,15,3,2,3,1,1,1,5223,4934
OH,15,3,2,3,1,3,0,1231,1163
OH,15,3,2,3,1,3,1,2251,2127
OH,15,3,2,3,2,0,0,5193,4906
OH,15,3,2,3,2,0,1,5494,5189
OH,15,3,2,3,2,1,1,1021,964
OH,15,3,2,3,2,3,0,600,567
OH,15,3,2,4,0,0,0,15700,14831
OH,15,3,2,4,0,0,1,15820,14944
OH,15,3,2,4,0,1,0,1831,1730
OH,15,3,2,4,0,1,1,11948,11286
OH,15,3,2,4,0,2,0,570,539
OH,15,3,2,4,0,2,1,1321,1248
OH,15,3,2,4,1,0,0,7115,6721
OH,15,3,2,4,1,0,1,10027,9471
OH,15,3,2,4,1,1,0,3662,3460
OH,15,3,2,4,1,1,1,7535,7118
OH,15,3,2,4,1,2,1,183,173
OH,15,3,2,4,1,3,1,4473,4225
OH,15,3,2,4,2,0,0,3782,3573
OH,15,3,2,4,2,0,1,2762,2609
OH,15,3,2,4,2,1,0,201,190
OH,15,3,2,4,2,1,1,5223,4934
OH,15,3,2,5,0,0,0,4173,3942
OH,15,3,2,5,0,0,1,14439,13640
OH,15,3,2,5,0,1,0,2792,2637
OH,15,3,2,5,0,1,1,27108,25607
OH,15,3,2,5,0,2,0,162,153
OH,15,3,2,5,0,2,1,2342,2212
OH,15,3,2,5,1,0,0,4623,4367
OH,15,3,2,5,1,0,1,9816,9273
OH,15,3,2,5,1,1,0,1111,1049
OH,15,3,2,5,1,1,1,12488,11797
OH,15,3,2,5,1,2,1,2161,2042
OH,15,3,2,5,1,3,0,153,145
OH,15,3,2,5,2,0,0,132,125
OH,15,3,2,5,2,0,1,2191,2070
OH,15,3,2,5,2,1,0,2882,2722
OH,15,3,2,5,2,1,1,1651,1560
OH,15,3,2,5,2,3,0,123,116
OH,15,4,1,2,1,0,0,395,364
OH,15,4,1,3,0,0,0,1049,967
OH,15,4,1,3,0,1,1,489,450
OH,15,4,1,3,1,0,1,1569,1446
OH,15,4,1,3,1,1,0,4924,4537
OH,15,4,1,3,2,1,1,952,877
OH,15,4,1,3,2,3,1,523,482
OH,15,4,1,4,0,0,1,4924,4537
OH,15,4,1,4,1,0,0,1015,935
OH,15,4,1,4,1,0,1,1688,1556
OH,15,4,1,4,1,1,1,3693,3403
OH,15,4,1,4,1,3,1,2662,2453
OH,15,4,1,5,0,0,1,2991,2756
OH,15,4,1,5,1,1,0,3063,2823
OH,15,4,1,5,1,2,1,1381,1273
OH,15,4,2,2,1,0,0,108,101
OH,15,4,2,2,2,1,1,902,848
OH,15,4,2,3,0,0,0,2267,2133
OH,15,4,2,3,0,2,0,5452,5129
OH,15,4,2,3,1,1,0,1667,1568
OH,15,4,2,3,2,0,1,711,669
OH,15,4,2,3,2,1,0,765,720
OH,15,4,2,4,0,0,0,931,876
OH,15,4,2,4,0,0,1,10456,9838
OH,15,4,2,4,0,1,1,2428,2284
OH,15,4,2,4,1,0,0,819,771
OH,15,4,2,4,1,0,1,4459,4195
OH,15,4,2,4,2,1,0,174,163
OH,15,4,2,5,0,0,0,3946,3713
OH,15,4,2,5,0,0,1,3743,3522
OH,15,4,2,5,0,1,1,641,603
OH,15,4,2,5,0,2,1,654,615
OH,15,4,2,5,1,0,0,161,152
OH,15,4,2,5,1,0,1,306,288
OH,15,4,2,5,1,1,1,773,728
OH,15,2,1,2,0,0,1,6664,8341
OH,15,2,2,3,0,0,0,7431,8906
OH,15,5,1,1,1,0,0,278,354
OH,15,5,1,2,0,1,1,800,1016
OH,15,5,1,3,1,0,0,273,347
OH,15,5,1,4,0,0,0,466,592
OH,15,5,1,4,0,0,1,135,171
OH,15,5,1,4,1,0,1,261,332
