state,ageGroup,raceEthnicity,gender,education,smokingStatus,alcoholPerWeek,anyPhysicalActivity,n,n_2035
OH,9,3,1,3,1,1,1,18260,16989
OH,9,3,1,3,1,2,0,1119,1041
OH,9,3,1,3,1,2,1,2302,2142
OH,9,3,1,3,1,3,1,5372,4998
OH,9,3,1,3,2,0,0,3390,3154
OH,9,3,1,3,2,0,1,8602,8003
OH,9,3,1,3,2,1,0,640,595
OH,9,3,1,3,2,1,1,3646,3392
OH,9,3,1,3,2,3,1,5564,5177
OH,9,3,1,4,0,0,1,10201,9491
OH,9,3,1,4,0,1,0,640,595
OH,9,3,1,4,0,1,1,15574,14490
OH,9,3,1,4,0,3,1,4573,4255
OH,9,3,1,4,1,0,0,1631,1517
OH,9,3,1,4,1,0,1,16437,15293
OH,9,3,1,4,1,1,1,22833,21243
OH,9,3,1,4,1,2,1,1887,1755
OH,9,3,1,4,1,3,1,2782,2588
OH,9,3,1,4,2,0,0,352,327
OH,9,3,1,4,2,0,1,1407,1309
OH,9,3,1,4,2,1,1,3294,3065
OH,9,3,1,4,2,2,1,7067,6575
OH,9,3,1,4,2,3,0,544,506
OH,9,3,1,4,2,3,1,2558,2380
OH,9,3,1,5,0,0,0,1759,1636
OH,9,3,1,5,0,0,1,18484,17197
OH,9,3,1,5,0,1,1,36040,33531
OH,9,3,1,5,0,2,0,2047,1904
OH,9,3,1,5,0,2,1,5852,5445
OH,9,3,1,5,0,3,1,5628,5236
OH,9,3,1,5,1,0,1,7771,7230
OH,9,3,1,5,1,1,0,1727,1607
OH,9,3,1,5,1,1,1,5340,4969
OH,9,3,1,5,1,2,1,6684,6218
OH,9,3,1,5,1,3,1,4125,3838
OH,9,3,1,5,2,0,1,1375,1279
OH,9,3,1,5,2,1,1,2079,1934
OH,9,3,1,5,2,2,1,2942,2737
OH,9,3,1,5,2,3,1,863,803
OH,9,3,2,2,0,0,0,639,595
OH,9,3,2,2,0,0,1,2618,2435
OH,9,3,2,2,0,1,1,3288,3058
OH,9,3,2,2,1,0,1,1309,1217
OH,9,3,2,2,2,2,0,639,595
OH,9,3,2,2,2,2,1,1309,1217
OH,9,3,2,3,0,0,0,3714,3454
OH,9,3,2,3,0,0,1,7702,7163
OH,9,3,2,3,0,1,1,3836,3567
OH,9,3,2,3,1,0,0,1705,1585
OH,9,3,2,3,1,0,1,6454,6002
OH,9,3,2,3,1,1,1,2040,1897
OH,9,3,2,3,1,2,1,2222,2067
OH,9,3,2,3,1,3,1,1918,1784
OH,9,3,2,3,2,0,0,8037,7474
OH,9,3,2,3,2,0,1,13365,12429
OH,9,3,2,3,2,1,1,6698,6229
OH,9,3,2,3,2,2,1,3379,3143
OH,9,3,2,4,0,0,0,5297,4926
OH,9,3,2,4,0,0,1,3988,3709
OH,9,3,2,4,0,1,1,24995,23244
OH,9,3,2,4,1,0,0,1400,1302
OH,9,3,2,4,1,0,1,19941,18545
OH,9,3,2,4,1,1,0,3592,3341
OH,9,3,2,4,1,1,1,3897,3624
OH,9,3,2,4,1,2,1,883,821
OH,9,3,2,4,1,3,1,2192,2038
OH,9,3,2,4,2,0,0,4962,4615
OH,9,3,2,4,2,0,1,2618,2435
OH,9,3,2,4,2,1,0,1400,1302
OH,9,3,2,4,2,1,1,2710,2520
OH,9,3,2,4,2,2,0,335,311
OH,9,3,2,4,2,2,1,1796,1670
OH,9,3,2,4,2,3,1,792,736
OH,9,3,2,5,0,0,0,4293,3992
OH,9,3,2,5,0,0,1,30383,28256
OH,9,3,2,5,0,1,0,3227,3001
OH,9,3,2,5,0,1,1,47706,44365
OH,9,3,2,5,0,2,1,1827,1699
OH,9,3,2,5,1,0,0,1522,1416
OH,9,3,2,5,1,0,1,7459,6937
OH,9,3,2,5,1,1,0,2131,1982
OH,9,3,2,5,1,1,1,26060,24235
OH,9,3,2,5,1,2,0,1248,1161
OH,9,3,2,5,1,2,1,12330,11466
OH,9,3,2,5,1,3,0,259,241
OH,9,3,2,5,1,3,1,4232,3935
OH,9,3,2,5,2,0,0,396,368
OH,9,3,2,5,2,0,1,2405,2237
OH,9,3,2,5,2,1,0,2801,2605
OH,9,3,2,5,2,1,1,4475,4162
OH,9,4,1,3,0,1,0,6291,7389
OH,9,4,1,3,0,3,1,1668,1959
OH,9,4,1,3,2,2,1,8602,10104
OH,9,4,1,4,0,0,1,9568,11238
OH,9,4,1,4,1,1,1,4037,4741
OH,9,4,1,4,2,1,1,3140,3688
OH,9,4,1,5,0,0,1,10845,12738
OH,9,4,1,5,0,1,1,2018,2371
OH,9,4,1,5,0,2,1,1875,2202
OH,9,4,1,5,1,0,1,4014,4714
OH,9,4,1,5,2,3,1,5440,6389
OH,9,4,2,3,0,0,0,2312,2549
OH,9,4,2,3,0,0,1,10332,11392
OH,9,4,2,3,0,1,0,702,774
OH,9,4,2,3,1,1,1,1816,2002
OH,9,4,2,3,2,3,0,1525,1682
OH,9,4,2,4,0,0,1,7027,7748
OH,9,4,2,4,0,1,1,10447,11519
OH,9,4,2,4,1,0,1,1628,1795
OH,9,4,2,4,1,1,0,5442,6000
OH,9,4,2,4,1,2,1,672,741
OH,9,4,2,4,2,3,1,4685,5165
OH,9,4,2,5,0,0,1,5938,6547
OH,9,4,2,5,0,1,0,2106,2322
OH,9,4,2,5,0,1,1,5896,6500
OH,9,2,1,3,0,1,1,3686,3584
OH,9,2,1,4,1,1,0,8661,8423
OH,9,2,1,5,0,1,1,8279,8051
OH,9,2,2,2,1,0,1,2268,2313
OH,9,2,2,3,0,0,1,5055,5155
OH,9,2,2,4,0,0,1,4373,4459
OH,9,2,2,4,1,0,1,604,616
OH,9,2,2,4,1,1,1,2213,2257
OH,9,2,2,5,0,1,1,2531,2581
OH,9,2,2,5,1,1,1,1902,1940
OH,9,5,1,2,1,0,0,1302,1432
OH,9,5,1,3,0,0,0,2288,2516
OH,9,5,1,4,0,0,1,3086,3394
OH,9,5,1,4,0,1,0,2703,2973
OH,9,5,1,4,0,1,1,196,216
OH,9,5,1,4,1,0,1,541,595
OH,9,5,1,4,1,1,0,723,796
OH,9,5,1,4,1,3,1,1172,1289
OH,9,5,1,4,2,0,0,659,724
OH,9,5,1,4,2,1,0,261,287
OH,9,5,1,5,0,0,1,1057,1162
OH,9,5,1,5,0,1,1,3881,4269
OH,9,5,1,5,2,1,1,1737,1910
OH,9,5,2,4,0,0,0,1828,2051
OH,9,5,2,4,1,0,0,767,860
OH,9,5,2,4,2,0,1,872,979
OH,9,5,2,4,2,1,1,3855,4327
OH,9,5,2,5,0,1,1,5223,5862
OH,9,5,2,5,1,1,1,2187,2454
OH,9,5,2,5,2,1,1,3783,4245
OH,10,3,1,1,0,0,0,2706,2818
OH,10,3,1,1,1,0,1,1186,1235
OH,10,3,1,1,2,0,1,1733,1805
OH,10,3,1,2,1,0,0,730,760
OH,10,3,1,2,1,0,1,1550,1615
OH,10,3,1,2,1,1,1,2037,2122
OH,10,3,1,2,2,0,0,14014,14598
OH,10,3,1,2,2,0,1,1550,1615
OH,10,3,1,3,0,0,1,10427,10861
OH,10,3,1,3,0,1,0,1550,1615
OH,10,3,1,3,0,1,1,18148,18905
OH,10,3,1,3,0,2,1,2037,2122
OH,10,3,1,3,1,0,0,1520,1583
OH,10,3,1,3,1,0,1,14105,14693
OH,10,3,1,3,1,1,0,5837,6080
OH,10,3,1,3,1,1,1,5593,5827
OH,10,3,1,3,1,2,0,456,475
OH,10,3,1,3,1,3,1,2949,3072
OH,10,3,1,3,2,0,0,6688,6967
OH,10,3,1,3,2,0,1,21462,22356
OH,10,3,1,3,2,1,1,6110,6365
OH,10,3,1,3,2,3,0,1794,1868
OH,10,3,1,3,2,3,1,1763,1837
OH,10,3,1,4,0,0,0,2280,2375
OH,10,3,1,4,0,0,1,4985,5193
OH,10,3,1,4,0,1,1,20033,20868
OH,10,3,1,4,0,2,1,3709,3863
OH,10,3,1,4,1,0,1,9241,9626
OH,10,3,1,4,1,1,0,4256,4433
OH,10,3,1,4,1,1,1,12676,13205
OH,10,3,1,4,1,2,1,4925,5130
OH,10,3,1,4,1,3,1,4742,4940
OH,10,3,1,4,2,0,0,608,633
OH,10,3,1,4,2,0,1,1642,1710
OH,10,3,1,4,2,1,0,1246,1298
OH,10,3,1,4,2,1,1,7448,7758
OH,10,3,1,4,2,2,1,821,855
OH,10,3,1,5,0,0,0,395,412
OH,10,3,1,5,0,0,1,13984,14566
OH,10,3,1,5,0,1,0,5776,6017
OH,10,3,1,5,0,1,1,31098,32394
OH,10,3,1,5,0,2,0,578,602
OH,10,3,1,5,0,2,1,2280,2375
OH,10,3,1,5,0,3,1,6961,7251
OH,10,3,1,5,1,0,0,1034,1077
OH,10,3,1,5,1,0,1,1064,1108
OH,10,3,1,5,1,1,1,12555,13078
OH,10,3,1,5,1,2,1,2766,2882
OH,10,3,1,5,1,3,1,3374,3515
OH,10,3,1,5,2,0,1,9941,10355
OH,10,3,1,5,2,1,0,638,665
OH,10,3,1,5,2,1,1,3830,3990
OH,10,3,1,5,2,2,1,882,918
OH,10,3,1,5,2,3,1,2371,2470
OH,10,3,2,1,2,0,1,2081,2142
OH,10,3,2,2,0,0,1,6390,6576
OH,10,3,2,2,1,0,0,2990,3077
OH,10,3,2,2,1,1,1,2199,2262
OH,10,3,2,2,2,0,0,557,573
OH,10,3,2,2,2,0,1,4104,4223
OH,10,3,2,2,2,1,0,2257,2323
OH,10,3,2,3,0,0,0,2169,2232
OH,10,3,2,3,0,0,1,4661,4796
OH,10,3,2,3,0,1,0,1671,1719
OH,10,3,2,3,1,0,0,2140,2202
OH,10,3,2,3,1,0,1,17793,18311
OH,10,3,2,3,1,1,0,1173,1207
OH,10,3,2,3,1,1,1,8589,8839
OH,10,3,2,3,2,0,0,8296,8537
OH,10,3,2,3,2,0,1,5130,5279
OH,10,3,2,3,2,1,0,704,724
OH,10,3,2,3,2,1,1,2404,2474
OH,10,3,2,3,2,3,0,616,633
OH,10,3,2,3,2,3,1,2580,2655
OH,10,3,2,4,0,0,0,11374,11704
OH,10,3,2,4,0,0,1,8354,8597
OH,10,3,2,4,0,1,1,7768,7994
OH,10,3,2,4,0,2,1,3635,3741
OH,10,3,2,4,1,0,0,4104,4223
OH,10,3,2,4,1,0,1,12282,12639
OH,10,3,2,4,1,1,0,1583,1629
OH,10,3,2,4,1,1,1,16210,16682
OH,10,3,2,4,1,2,1,997,1026
OH,10,3,2,4,2,0,0,5218,5370
OH,10,3,2,4,2,0,1,5247,5400
OH,10,3,2,4,2,1,1,15829,16290
OH,10,3,2,4,2,2,1,1114,1146
OH,10,3,2,5,0,0,0,1730,1780
OH,10,3,2,5,0,0,1,19406,19970
OH,10,3,2,5,0,1,0,4075,4193
OH,10,3,2,5,0,1,1,43355,44615
OH,10,3,2,5,0,2,1,7240,7451
OH,10,3,2,5,1,0,0,704,724
OH,10,3,2,5,1,0,1,6742,6938
OH,10,3,2,5,1,1,0,4163,4284
OH,10,3,2,5,1,1,1,17002,17496
OH,10,3,2,5,1,2,0,938,965
OH,10,3,2,5,1,2,1,2931,3017
OH,10,3,2,5,1,3,1,1173,1207
OH,10,3,2,5,2,0,0,2316,2383
OH,10,3,2,5,2,0,1,352,362
OH,10,3,2,5,2,1,1,4866,5008
OH,10,3,2,5,2,2,0,2023,2081
OH,10,3,2,5,2,2,1,1290,1327
OH,10,3,2,5,2,3,0,255,262
OH,10,3,2,5,2,3,1,293,302
OH,10,4,1,2,2,1,0,5460,6590
OH,10,4,1,2,2,3,1,4390,5299
OH,10,4,1,3,0,0,1,5029,6070
OH,10,4,1,3,1,0,0,3774,4555
OH,10,4,1,3,2,0,1,3097,3738
OH,10,4,1,3,2,1,1,2387,2881
OH,10,4,1,4,0,0,1,407,492
OH,10,4,1,4,0,1,0,1435,1732
OH,10,4,1,4,0,1,1,14444,17433
OH,10,4,1,5,0,0,1,2150,2595
OH,10,4,1,5,0,1,1,2908,3509
OH,10,4,1,5,0,3,1,1875,2263
OH,10,4,2,3,0,0,0,6572,7611
OH,10,4,2,3,2,1,0,7369,8535
OH,10,4,2,4,0,0,1,2630,3046
OH,10,4,2,4,0,3,1,2630,3046
OH,10,4,2,4,1,0,1,6145,7116
OH,10,4,2,4,2,0,0,3011,3487
OH,10,4,2,4,2,1,0,2975,3445
OH,10,4,2,4,2,1,1,2882,3338
OH,10,4,2,4,2,2,1,3011,3487
OH,10,4,2,4,2,3,0,2244,2599
OH,10,4,2,5,0,0,0,3175,3677
OH,10,4,2,5,0,0,1,4462,5167
OH,10,4,2,5,0,1,1,3623,4196
OH,10,4,2,5,2,3,1,736,852
OH,10,2,1,4,0,0,0,5728,5854
OH,10,2,1,4,1,0,1,7096,7253
OH,10,2,1,5,0,1,1,1308,1337
OH,10,2,1,5,1,0,1,1433,1465
OH,10,2,1,5,1,1,0,3953,4040
OH,10,2,1,5,1,1,1,672,687
OH,10,2,2,3,1,0,1,4841,5157
OH,10,2,2,4,0,0,1,6870,7319
OH,10,2,2,4,1,1,0,3859,4111
OH,10,2,2,4,2,0,1,2076,2212
OH,10,2,2,5,1,0,1,581,619
OH,10,5,1,1,1,0,0,4699,5587
OH,10,5,1,2,0,1,1,1771,2106
OH,10,5,1,3,0,0,1,483,574
OH,10,5,1,3,0,1,1,3334,3964
OH,10,5,1,3,2,1,0,332,395
OH,10,5,1,4,1,3,1,1090,1296
OH,10,5,1,4,2,0,0,307,365
OH,10,5,1,5,0,1,1,3661,4353
OH,10,5,1,5,0,2,1,471,560
OH,10,5,1,5,1,1,1,800,951
OH,10,5,2,2,0,0,0,4070,4590
OH,10,5,2,3,0,0,1,599,675
OH,10,5,2,4,0,0,1,1373,1548
OH,10,5,2,4,1,1,1,1576,1777
OH,10,5,2,5,0,0,1,2430,2740
OH,10,5,2,5,0,1,1,2445,2757
OH,10,5,2,5,0,2,0,1400,1579
OH,10,5,2,5,0,2,1,276,311
OH,10,5,2,5,1,1,1,240,271
OH,10,5,2,5,1,3,1,2499,2818
OH,11,3,1,1,0,0,0,670,742
OH,11,3,1,1,0,0,1,2118,2345
OH,11,3,1,2,0,3,1,483,534
OH,11,3,1,2,1,0,0,3379,3739
OH,11,3,1,2,1,0,1,1931,2137
OH,11,3,1,2,2,1,0,644,712
OH,11,3,1,2,2,3,1,1314,1454
OH,11,3,1,3,0,0,0,2976,3294
OH,11,3,1,3,0,0,1,9895,10951
OH,11,3,1,3,0,1,0,1475,1632
OH,11,3,1,3,0,1,1,8956,9912
OH,11,3,1,3,0,2,1,858,950
OH,11,3,1,3,0,3,0,1716,1899
OH,11,3,1,3,0,3,1,5256,5817
OH,11,3,1,3,1,0,0,1609,1781
OH,11,3,1,3,1,0,1,11986,13266
OH,11,3,1,3,1,1,0,885,979
OH,11,3,1,3,1,1,1,9492,10506
OH,11,3,1,3,1,2,1,2601,2879
OH,11,3,1,3,1,3,0,590,653
OH,11,3,1,3,1,3,1,7025,7776
OH,11,3,1,3,2,0,0,2923,3235
OH,11,3,1,3,2,0,1,1046,1157
OH,11,3,1,3,2,1,0,3432,3799
OH,11,3,1,3,2,1,1,4451,4927
OH,11,3,1,3,2,2,1,2092,2315
OH,11,3,1,3,2,3,0,375,415
OH,11,3,1,3,2,3,1,2413,2671
OH,11,3,1,4,0,0,1,11182,12376
OH,11,3,1,4,0,1,0,617,683
OH,11,3,1,4,0,1,1,15257,16887
OH,11,3,1,4,0,2,1,3271,3621
OH,11,3,1,4,0,3,0,751,831
OH,11,3,1,4,0,3,1,1689,1870
OH,11,3,1,4,1,0,0,3218,3561
OH,11,3,1,4,1,0,1,14131,15640
OH,11,3,1,4,1,1,0,4505,4986
OH,11,3,1,4,1,1,1,13220,14631
OH,11,3,1,4,1,2,1,349,386
OH,11,3,1,4,1,3,0,349,386
OH,11,3,1,4,1,3,1,4773,5283
OH,11,3,1,4,2,0,0,6355,7034
OH,11,3,1,4,2,0,1,5148,5698
OH,11,3,1,4,2,1,1,1207,1336
OH,11,3,1,4,2,3,1,1502,1662
OH,11,3,1,5,0,0,0,322,356
OH,11,3,1,5,0,0,1,17858,19765
OH,11,3,1,5,0,1,0,1689,1870
OH,11,3,1,5,0,1,1,35824,39650
OH,11,3,1,5,0,2,0,590,653
OH,11,3,1,5,0,2,1,3754,4155
OH,11,3,1,5,0,3,0,180,199
OH,11,3,1,5,0,3,1,3808,4214
OH,11,3,1,5,1,0,0,536,594
OH,11,3,1,5,1,0,1,4451,4927
OH,11,3,1,5,1,1,0,483,534
OH,11,3,1,5,1,1,1,11637,12880
OH,11,3,1,5,1,2,1,965,1068
OH,11,3,1,5,1,3,1,1099,1217
OH,11,3,1,5,2,0,0,322,356
OH,11,3,1,5,2,0,1,2494,2760
OH,11,3,1,5,2,1,1,375,415
OH,11,3,1,5,2,3,1,1636,1810
OH,11,3,2,1,1,0,0,469,516
OH,11,3,2,1,1,2,1,2084,2294
OH,11,3,2,1,2,0,0,83,92
OH,11,3,2,1,2,0,1,495,545
OH,11,3,2,2,0,0,0,2396,2638
OH,11,3,2,2,1,0,0,2605,2867
OH,11,3,2,2,1,0,1,287,315
OH,11,3,2,2,2,0,0,860,946
OH,11,3,2,2,2,1,0,547,602
OH,11,3,2,3,0,0,0,6330,6967
OH,11,3,2,3,0,0,1,12581,13848
OH,11,3,2,3,0,1,1,6720,7397
OH,11,3,2,3,0,2,0,2136,2351
OH,11,3,2,3,0,2,1,2709,2982
OH,11,3,2,3,0,3,1,417,459
OH,11,3,2,3,1,0,0,5939,6537
OH,11,3,2,3,1,0,1,3334,3670
OH,11,3,2,3,1,1,1,8804,9690
OH,11,3,2,3,1,2,0,250,275
OH,11,3,2,3,1,3,0,834,917
OH,11,3,2,3,2,0,0,521,573
OH,11,3,2,3,2,0,1,10862,11955
OH,11,3,2,3,2,1,0,4532,4989
OH,11,3,2,3,2,1,1,677,745
OH,11,3,2,3,2,2,0,107,118
OH,11,3,2,3,2,2,1,651,717
OH,11,3,2,3,2,3,0,469,516
OH,11,3,2,3,2,3,1,365,401
OH,11,3,2,4,0,0,0,4168,4587
OH,11,3,2,4,0,0,1,9377,10321
OH,11,3,2,4,0,1,0,4220,4645
OH,11,3,2,4,0,1,1,22349,24599
OH,11,3,2,4,0,2,1,3881,4272
OH,11,3,2,4,0,3,1,417,459
OH,11,3,2,4,1,0,0,4819,5304
OH,11,3,2,4,1,0,1,7424,8171
OH,11,3,2,4,1,1,0,4871,5361
OH,11,3,2,4,1,1,1,10706,11783
OH,11,3,2,4,1,2,0,172,189
OH,11,3,2,4,1,2,1,1354,1491
OH,11,3,2,4,2,0,0,1354,1491
OH,11,3,2,4,2,0,1,2631,2896
OH,11,3,2,4,2,1,0,1771,1950
OH,11,3,2,4,2,1,1,2475,2724
OH,11,3,2,4,2,2,1,1433,1577
OH,11,3,2,4,2,3,0,443,487
OH,11,3,2,4,2,3,1,443,487
OH,11,3,2,5,0,0,0,2501,2752
OH,11,3,2,5,0,0,1,23625,26004
OH,11,3,2,5,0,1,0,1042,1147
OH,11,3,2,5,0,1,1,38004,41829
OH,11,3,2,5,0,2,1,3334,3670
OH,11,3,2,5,0,3,1,1172,1290
OH,11,3,2,5,1,0,0,1771,1950
OH,11,3,2,5,1,0,1,2813,3096
OH,11,3,2,5,1,1,0,1042,1147
OH,11,3,2,5,1,1,1,12998,14306
OH,11,3,2,5,1,2,1,141,155
OH,11,3,2,5,1,3,0,146,161
OH,11,3,2,5,1,3,1,2579,2838
OH,11,3,2,5,2,0,0,1901,2093
OH,11,3,2,5,2,0,1,729,803
OH,11,3,2,5,2,1,0,1745,1921
OH,11,3,2,5,2,3,0,1667,1835
OH,11,3,2,5,2,3,1,886,975
OH,11,4,1,3,0,0,0,1293,1446
OH,11,4,1,3,0,0,1,10084,11276
OH,11,4,1,3,0,1,0,2020,2259
OH,11,4,1,3,0,1,1,4160,4652
OH,11,4,1,3,1,1,1,1231,1377
OH,11,4,1,3,2,0,0,2689,3007
OH,11,4,1,4,0,0,1,6787,7590
OH,11,4,1,4,0,1,1,1665,1862
OH,11,4,1,4,0,3,1,2764,3090
OH,11,4,1,4,1,1,1,1785,1996
OH,11,4,1,4,2,0,0,2194,2453
OH,11,4,1,5,0,0,0,1405,1571
OH,11,4,1,5,0,0,1,752,841
OH,11,4,1,5,1,0,1,1648,1843
OH,11,4,1,5,1,1,1,269,300
OH,11,4,1,5,1,2,1,566,633
OH,11,4,2,1,0,0,0,2784,3146
OH,11,4,2,3,0,0,1,7251,8192
OH,11,4,2,3,2,0,0,4869,5502
OH,11,4,2,4,0,0,0,6449,7287
OH,11,4,2,4,0,1,1,7397,8357
OH,11,4,2,4,2,1,1,1372,1550
OH,11,4,2,5,0,0,1,7078,7997
OH,11,4,2,5,0,1,1,6193,6997
OH,11,4,2,5,1,1,0,868,980
OH,11,2,1,3,0,0,0,1928,2337
OH,11,2,1,3,0,1,1,8546,10358
OH,11,2,1,3,1,0,1,1589,1926
OH,11,2,1,3,1,3,1,591,716
OH,11,2,1,3,2,0,1,2541,3080
OH,11,2,1,5,1,1,1,1588,1924
OH,11,2,2,2,0,0,1,1366,1652
OH,11,2,2,3,1,1,1,2614,3159
OH,11,2,2,4,0,2,1,1660,2006
OH,11,2,2,4,2,0,0,1921,2322
OH,11,2,2,4,2,0,1,669,809
OH,11,2,2,5,0,1,0,3109,3758
OH,11,2,2,5,0,1,1,3945,4768
OH,11,5,1,3,0,1,1,1480,1927
OH,11,5,1,3,1,0,1,1806,2352
OH,11,5,1,3,1,1,1,2773,3612
OH,11,5,1,3,2,0,0,469,611
OH,11,5,1,4,0,0,1,1868,2432
OH,11,5,1,4,0,1,1,1671,2176
OH,11,5,1,5,0,1,1,1437,1872
OH,11,5,1,5,0,3,1,307,400
OH,11,5,1,5,1,1,1,1472,1917
OH,11,5,2,1,2,1,0,2497,3084
OH,11,5,2,3,0,1,0,1688,2085
OH,11,5,2,3,2,3,0,740,914
OH,11,5,2,4,1,0,1,711,878
OH,11,5,2,4,2,0,1,2280,2816
OH,11,5,2,5,0,0,1,2285,2823
OH,11,5,2,5,0,1,1,802,991
OH,11,5,2,5,1,0,0,935,1156
OH,11,5,2,5,1,0,1,771,952
OH,11,5,2,5,1,1,1,132,163
OH,11,5,2,5,1,3,0,1192,1473
OH,11,5,2,5,2,1,0,162,200
OH,12,3,1,1,0,0,1,704,669
OH,12,3,1,1,2,0,0,271,257
OH,12,3,1,2,1,0,1,433,412
OH,12,3,1,2,1,1,0,731,695
OH,12,3,1,2,2,0,0,3925,3733
OH,12,3,1,2,2,1,0,1922,1828
OH,12,3,1,2,2,2,1,1083,1030
OH,12,3,1,2,2,3,0,5983,5689
OH,12,3,1,3,0,0,0,4737,4505
OH,12,3,1,3,0,0,1,10260,9756
OH,12,3,1,3,0,1,0,460,438
OH,12,3,1,3,0,1,1,12994,12356
OH,12,3,1,3,0,2,0,406,386
OH,12,3,1,3,0,2,1,3682,3501
OH,12,3,1,3,0,3,1,4413,4196
OH,12,3,1,3,1,0,0,3817,3630
OH,12,3,1,3,1,0,1,4521,4299
OH,12,3,1,3,1,1,0,3357,3192
OH,12,3,1,3,1,1,1,8825,8392
OH,12,3,1,3,1,2,1,5441,5174
OH,12,3,1,3,1,3,0,2166,2059
OH,12,3,1,3,1,3,1,4981,4737
OH,12,3,1,3,2,0,0,8690,8263
OH,12,3,1,3,2,0,1,5089,4840
OH,12,3,1,3,2,1,0,1002,952
OH,12,3,1,3,2,1,1,3682,3501
OH,12,3,1,3,2,2,0,325,309
OH,12,3,1,3,2,3,0,5143,4891
OH,12,3,1,3,2,3,1,2978,2832
OH,12,3,1,4,0,0,0,6605,6281
OH,12,3,1,4,0,0,1,26854,25537
OH,12,3,1,4,0,1,0,3086,2935
OH,12,3,1,4,0,1,1,11803,11224
OH,12,3,1,4,0,2,1,785,747
OH,12,3,1,4,0,3,0,650,618
OH,12,3,1,4,0,3,1,3709,3527
OH,12,3,1,4,1,0,0,2193,2085
OH,12,3,1,4,1,0,1,4819,4582
OH,12,3,1,4,1,1,0,1354,1287
OH,12,3,1,4,1,1,1,4683,4453
OH,12,3,1,4,1,2,1,249,237
OH,12,3,1,4,1,3,0,3005,2857
OH,12,3,1,4,1,3,1,2057,1956
OH,12,3,1,4,2,0,0,2572,2446
OH,12,3,1,4,2,0,1,249,237
OH,12,3,1,4,2,1,0,2707,2574
OH,12,3,1,4,2,1,1,541,515
OH,12,3,1,4,2,2,0,677,644
OH,12,3,1,4,2,3,1,3303,3141
OH,12,3,1,5,0,0,0,257,245
OH,12,3,1,5,0,0,1,18652,17737
OH,12,3,1,5,0,1,0,352,335
OH,12,3,1,5,0,1,1,28695,27287
OH,12,3,1,5,0,2,0,731,695
OH,12,3,1,5,0,2,1,5739,5457
OH,12,3,1,5,0,3,1,5604,5329
OH,12,3,1,5,1,0,0,2572,2446
OH,12,3,1,5,1,0,1,2924,2780
OH,12,3,1,5,1,1,0,271,257
OH,12,3,1,5,1,1,1,2653,2523
OH,12,3,1,5,1,2,0,1516,1442
OH,12,3,1,5,1,2,1,812,772
OH,12,3,1,5,1,3,1,2301,2188
OH,12,3,1,5,2,0,1,352,335
OH,12,3,1,5,2,1,1,1651,1570
OH,12,3,1,5,2,2,1,1137,1081
OH,12,3,1,5,2,3,1,568,541
OH,12,3,2,1,0,0,0,322,302
OH,12,3,2,1,0,0,1,1985,1865
OH,12,3,2,1,0,1,0,644,605
OH,12,3,2,2,0,0,0,349,328
OH,12,3,2,2,1,0,0,3755,3528
OH,12,3,2,2,1,0,1,1985,1865
OH,12,3,2,2,2,0,0,3353,3150
OH,12,3,2,2,2,0,1,6196,5821
OH,12,3,2,3,0,0,0,7724,7257
OH,12,3,2,3,0,0,1,20518,19276
OH,12,3,2,3,0,1,0,992,932
OH,12,3,2,3,0,1,1,9119,8567
OH,12,3,2,3,0,3,1,1019,958
OH,12,3,2,3,1,0,0,6973,6551
OH,12,3,2,3,1,0,1,7000,6577
OH,12,3,2,3,1,1,0,4184,3931
OH,12,3,2,3,1,1,1,2736,2570
OH,12,3,2,3,1,2,1,429,403
OH,12,3,2,3,1,3,1,2253,2117
OH,12,3,2,3,2,0,0,5632,5292
OH,12,3,2,3,2,0,1,5337,5014
OH,12,3,2,3,2,1,0,778,731
OH,12,3,2,3,2,1,1,5471,5140
OH,12,3,2,3,2,3,0,536,504
OH,12,3,2,3,2,3,1,1100,1033
OH,12,3,2,4,0,0,0,2575,2419
OH,12,3,2,4,0,0,1,14027,13178
OH,12,3,2,4,0,1,0,3031,2847
OH,12,3,2,4,0,1,1,14939,14035
OH,12,3,2,4,0,2,0,375,353
OH,12,3,2,4,0,3,1,1770,1663
OH,12,3,2,4,1,0,0,3674,3452
OH,12,3,2,4,1,0,1,11935,11213
OH,12,3,2,4,1,1,0,2092,1965
OH,12,3,2,4,1,1,1,18507,17386
OH,12,3,2,4,2,0,0,1073,1008
OH,12,3,2,4,2,0,1,8127,7635
OH,12,3,2,4,2,1,0,1475,1386
OH,12,3,2,4,2,1,1,778,731
OH,12,3,2,5,0,0,0,4452,4183
OH,12,3,2,5,0,0,1,20223,18999
OH,12,3,2,5,0,1,0,1368,1285
OH,12,3,2,5,0,1,1,29208,27440
OH,12,3,2,5,0,2,0,644,605
OH,12,3,2,5,0,2,1,1475,1386
OH,12,3,2,5,0,3,1,2226,2091
OH,12,3,2,5,1,0,0,2414,2268
OH,12,3,2,5,1,0,1,6625,6224
OH,12,3,2,5,1,1,0,67,63
OH,12,3,2,5,1,1,1,5552,5216
OH,12,3,2,5,1,2,1,2602,2444
OH,12,3,2,5,1,3,1,139,131
OH,12,3,2,5,2,0,0,1690,1587
OH,12,3,2,5,2,0,1,322,302
OH,12,3,2,5,2,1,0,724,680
OH,12,3,2,5,2,1,1,2414,2268
